census_year,census_block_total_population,hispanic_latino_pop,hispanic%,hispanic_group_AVG%,white_pop,white%,white_group_AVG%,black_or_african_american_pop,black%,black_group_AVG%,american_indian_alaska_native_pop,amerindian%,amerindian_group_AVG%,asian_overall_pop,asian%,asian_group_AVERAGE%,native_hawaiian_pacific_islander_pop,nativehawaiipi%,nativehawaiipi_group_AVERAGE%,some_other_race_pop,other%,other_group_AVG%,two_or_more_races_pop,two_or_more%,two_or_more_group_AVERAGE%,state,county,census_tract,census_tract_name,census_block_group,census_block__group_name,census_block,census_block_name,tract_group,tract_group_block,latitude,longitude,geoid,source
2020,131,22,17%,10%,62,47%,59%,12,9%,5%,,0%,0.20%,20,15%,14%,,0%,0.10%,2,2%,1.50%,13,10%,10%,51,59,492000,Census Tract 492000,3,3,3005,Census Block 3005,492000/3,Census Tract 492000/Block Group 3/Census Block 3005,38.7963586,-77.3303435,5.16E+13,U.S. Census
2020,132,7,5%,10%,106,80%,59%,11,8%,5%,,0%,0.20%,5,4%,14%,,0%,0.10%,,0%,1.50%,3,2%,10%,51,59,492000,Census Tract 492000,1,1,1012,Census Block 1012,492000/1,Census Tract 492000/Block Group 1/Census Block 1012,38.827429,-77.3366485,5.16E+13,U.S. Census
2020,133,6,5%,7%,89,67%,45%,2,2%,4%,,0%,0.30%,28,21%,37%,,0%,0.10%,,0%,1.60%,8,6%,5%,51,59,491502,Census Tract 491502,1,1,1003,Census Block 1003,491502/1,Census Tract 491502/Block Group 1/Census Block 1003,38.8683144,-77.4166627,5.16E+13,U.S. Census
2020,133,4,3%,9%,125,94%,69%,,0%,1%,,0%,0.90%,3,2%,12%,,0%,0.30%,,0%,0.70%,1,1%,7%,51,59,492500,Census Tract 492500,2,2,2051,Census Block 2051,492500/2,Census Tract 492500/Block Group 2/Census Block 2051,38.77131,-77.3954791,5.16E+13,U.S. Census
2020,134,27,20%,28%,45,34%,32%,5,4%,5%,,0%,0.00%,50,37%,29%,,0%,0.00%,,0%,1.10%,7,5%,4%,51,59,491602,Census Tract 491602,2,2,2000,Census Block 2000,491602/2,Census Tract 491602/Block Group 2/Census Block 2000,38.8833555,-77.408274,5.16E+13,U.S. Census
2020,136,13,10%,23%,87,64%,29%,11,8%,9%,3,2%,0.20%,21,15%,33%,,0%,0.20%,,0%,1.00%,1,1%,6%,51,59,491601,Census Tract 491601,3,3,3005,Census Block 3005,491601/3,Census Tract 491601/Block Group 3/Census Block 3005,38.8734493,-77.4258847,5.16E+13,U.S. Census
2020,136,12,9%,11%,91,67%,54%,,0%,4%,,0%,0.10%,19,14%,23%,,0%,0.20%,3,2%,0.80%,11,8%,7%,51,59,491803,Census Tract 491803,2,2,2015,Census Block 2015,491803/2,Census Tract 491803/Block Group 2/Census Block 2015,38.8678473,-77.3969375,5.16E+13,U.S. Census
2020,137,31,23%,13%,48,35%,36%,18,13%,11%,,0%,0.10%,32,23%,31%,,0%,0.00%,,0%,1.30%,8,6%,8%,51,59,491707,Census Tract 491707,3,3,3006,Census Block 3006,491707/3,Census Tract 491707/Block Group 3/Census Block 3006,38.8672256,-77.3784003,5.16E+13,U.S. Census
2020,137,8,6%,10%,119,87%,59%,,0%,5%,,0%,0.20%,5,4%,14%,,0%,0.10%,4,3%,1.50%,1,1%,10%,51,59,492000,Census Tract 492000,3,3,3018,Census Block 3018,492000/3,Census Tract 492000/Block Group 3/Census Block 3018,38.7941385,-77.343636,5.16E+13,U.S. Census
2020,138,49,36%,28%,37,27%,32%,,0%,5%,,0%,0.00%,44,32%,29%,,0%,0.00%,2,1%,1.10%,6,4%,4%,51,59,491602,Census Tract 491602,1,1,1000,Census Block 1000,491602/1,Census Tract 491602/Block Group 1/Census Block 1000,38.8861908,-77.4158325,5.16E+13,U.S. Census
2020,138,2,1%,13%,89,64%,36%,11,8%,11%,,0%,0.10%,34,25%,31%,,0%,0.00%,,0%,1.30%,2,1%,8%,51,59,491707,Census Tract 491707,2,2,2001,Census Block 2001,491707/2,Census Tract 491707/Block Group 2/Census Block 2001,38.8722704,-77.3793432,5.16E+13,U.S. Census
2020,139,34,24%,28%,50,36%,32%,5,4%,5%,,0%,0.00%,44,32%,29%,1,1%,0.00%,3,2%,1.10%,2,1%,4%,51,59,491602,Census Tract 491602,1,1,1010,Census Block 1010,491602/1,Census Tract 491602/Block Group 1/Census Block 1010,38.880485,-77.422294,5.16E+13,U.S. Census
2020,139,5,4%,12%,44,32%,43%,22,16%,9%,,0%,0.00%,60,43%,25%,1,1%,0.10%,,0%,0.40%,7,5%,11%,51,59,491701,Census Tract 491701,1,1,1001,Census Block 1001,491701/1,Census Tract 491701/Block Group 1/Census Block 1001,38.858502,-77.3734545,5.16E+13,U.S. Census
2020,139,6,4%,13%,61,44%,36%,9,6%,11%,1,1%,0.10%,55,40%,31%,,0%,0.00%,,0%,1.30%,7,5%,8%,51,59,491707,Census Tract 491707,1,1,1012,Census Block 1012,491707/1,Census Tract 491707/Block Group 1/Census Block 1012,38.8694037,-77.3765851,5.16E+13,U.S. Census
2020,139,2,1%,10%,98,71%,59%,6,4%,5%,,0%,0.20%,28,20%,14%,,0%,0.10%,,0%,1.50%,5,4%,10%,51,59,492000,Census Tract 492000,3,3,3014,Census Block 3014,492000/3,Census Tract 492000/Block Group 3/Census Block 3014,38.7948354,-77.3385446,5.16E+13,U.S. Census
2020,141,14,10%,12%,64,45%,43%,11,8%,9%,,0%,0.00%,42,30%,25%,,0%,0.10%,4,3%,0.40%,6,4%,11%,51,59,491701,Census Tract 491701,1,1,1002,Census Block 1002,491701/1,Census Tract 491701/Block Group 1/Census Block 1002,38.8585314,-77.37255,5.16E+13,U.S. Census
2020,142,17,12%,11%,71,50%,54%,1,1%,4%,,0%,0.10%,47,33%,23%,,0%,0.20%,3,2%,0.80%,3,2%,7%,51,59,491803,Census Tract 491803,1,1,1012,Census Block 1012,491803/1,Census Tract 491803/Block Group 1/Census Block 1012,38.8761209,-77.398673,5.16E+13,U.S. Census
2020,143,1,1%,8%,71,50%,29%,,0%,6%,,0%,0.00%,56,39%,50%,,0%,0.00%,,0%,0.90%,15,10%,6%,51,59,491705,Census Tract 491705,1,1,1011,Census Block 1011,491705/1,Census Tract 491705/Block Group 1/Census Block 1011,38.8477497,-77.3912615,5.16E+13,U.S. Census
2020,143,,0%,9%,125,87%,69%,,0%,1%,3,2%,0.90%,11,8%,12%,,0%,0.30%,,0%,0.70%,4,3%,7%,51,59,492500,Census Tract 492500,2,2,2058,Census Block 2058,492500/2,Census Tract 492500/Block Group 2/Census Block 2058,38.7542496,-77.4023721,5.16E+13,U.S. Census
2020,145,7,5%,10%,110,76%,59%,2,1%,5%,,0%,0.20%,22,15%,14%,,0%,0.10%,2,1%,1.50%,2,1%,10%,51,59,492000,Census Tract 492000,3,3,3024,Census Block 3024,492000/3,Census Tract 492000/Block Group 3/Census Block 3024,38.7827318,-77.3565711,5.16E+13,U.S. Census
2020,146,2,1%,7%,82,56%,45%,9,6%,4%,,0%,0.30%,44,30%,37%,1,1%,0.10%,1,1%,1.60%,7,5%,5%,51,59,491502,Census Tract 491502,3,3,3004,Census Block 3004,491502/3,Census Tract 491502/Block Group 3/Census Block 3004,38.8579589,-77.4126749,5.16E+13,U.S. Census
2020,148,27,18%,15%,49,33%,40%,23,16%,9%,,0%,0.00%,38,26%,24%,,0%,0.70%,,0%,1.80%,11,7%,9%,51,59,491801,Census Tract 491801,2,2,2002,Census Block 2002,491801/2,Census Tract 491801/Block Group 2/Census Block 2002,38.8542823,-77.4019226,5.16E+13,U.S. Census
2020,150,21,14%,16%,72,48%,42%,27,18%,14%,,0%,0.20%,21,14%,20%,,0%,0.10%,,0%,1.70%,9,6%,6%,51,59,491703,Census Tract 491703,1,1,1011,Census Block 1011,491703/1,Census Tract 491703/Block Group 1/Census Block 1011,38.8568744,-77.3525194,5.16E+13,U.S. Census
2020,151,11,7%,7%,78,52%,45%,4,3%,4%,,0%,0.30%,57,38%,37%,,0%,0.10%,,0%,1.60%,1,1%,5%,51,59,491502,Census Tract 491502,3,3,3001,Census Block 3001,491502/3,Census Tract 491502/Block Group 3/Census Block 3001,38.8627259,-77.41171,5.16E+13,U.S. Census
2020,151,10,7%,7%,60,40%,45%,3,2%,4%,,0%,0.30%,76,50%,37%,,0%,0.10%,1,1%,1.60%,1,1%,5%,51,59,491502,Census Tract 491502,3,3,3002,Census Block 3002,491502/3,Census Tract 491502/Block Group 3/Census Block 3002,38.8604835,-77.4088936,5.16E+13,U.S. Census
2020,151,8,5%,9%,128,85%,69%,4,3%,1%,,0%,0.90%,9,6%,12%,,0%,0.30%,,0%,0.70%,2,1%,7%,51,59,492500,Census Tract 492500,1,1,1029,Census Block 1029,492500/1,Census Tract 492500/Block Group 1/Census Block 1029,38.7939906,-77.4227285,5.16E+13,U.S. Census
2020,152,42,28%,29%,57,38%,37%,14,9%,9%,,0%,0.20%,29,19%,17%,,0%,0.00%,2,1%,0.60%,8,5%,7%,51,59,491202,Census Tract 491202,1,1,1003,Census Block 1003,491202/1,Census Tract 491202/Block Group 1/Census Block 1003,38.8428319,-77.4323986,5.16E+13,U.S. Census
2020,152,21,14%,28%,88,58%,32%,9,6%,5%,,0%,0.00%,26,17%,29%,,0%,0.00%,1,1%,1.10%,7,5%,4%,51,59,491602,Census Tract 491602,2,2,2001,Census Block 2001,491602/2,Census Tract 491602/Block Group 2/Census Block 2001,38.8843295,-77.411594,5.16E+13,U.S. Census
2020,154,3,2%,10%,135,88%,59%,,0%,5%,,0%,0.20%,14,9%,14%,,0%,0.10%,1,1%,1.50%,1,1%,10%,51,59,492000,Census Tract 492000,2,2,2006,Census Block 2006,492000/2,Census Tract 492000/Block Group 2/Census Block 2006,38.8111991,-77.3564877,5.16E+13,U.S. Census
2020,155,11,7%,12%,82,53%,43%,25,16%,9%,,0%,0.00%,22,14%,25%,,0%,0.10%,,0%,0.40%,15,10%,11%,51,59,491701,Census Tract 491701,2,2,2008,Census Block 2008,491701/2,Census Tract 491701/Block Group 2/Census Block 2008,38.8625828,-77.3782661,5.16E+13,U.S. Census
2020,155,16,10%,16%,82,53%,42%,2,1%,14%,,0%,0.20%,47,30%,20%,,0%,0.10%,,0%,1.70%,8,5%,6%,51,59,491703,Census Tract 491703,2,2,2017,Census Block 2017,491703/2,Census Tract 491703/Block Group 2/Census Block 2017,38.8533851,-77.3486944,5.16E+13,U.S. Census
2020,155,4,3%,8%,39,25%,29%,9,6%,6%,,0%,0.00%,100,65%,50%,,0%,0.00%,,0%,0.90%,3,2%,6%,51,59,491705,Census Tract 491705,1,1,1029,Census Block 1029,491705/1,Census Tract 491705/Block Group 1/Census Block 1029,38.8410135,-77.4066144,5.16E+13,U.S. Census
2020,156,12,8%,7%,45,29%,45%,9,6%,4%,,0%,0.30%,87,56%,37%,,0%,0.10%,,0%,1.60%,3,2%,5%,51,59,491502,Census Tract 491502,1,1,1007,Census Block 1007,491502/1,Census Tract 491502/Block Group 1/Census Block 1007,38.8714809,-77.4237101,5.16E+13,U.S. Census
2020,156,7,4%,7%,65,42%,45%,3,2%,4%,,0%,0.30%,53,34%,37%,,0%,0.10%,7,4%,1.60%,21,13%,5%,51,59,491502,Census Tract 491502,2,2,2005,Census Block 2005,491502/2,Census Tract 491502/Block Group 2/Census Block 2005,38.8515488,-77.4221722,5.16E+13,U.S. Census
2020,158,1,1%,9%,117,74%,69%,,0%,1%,,0%,0.90%,35,22%,12%,,0%,0.30%,,0%,0.70%,5,3%,7%,51,59,492500,Census Tract 492500,1,1,1011,Census Block 1011,492500/1,Census Tract 492500/Block Group 1/Census Block 1011,38.808889,-77.4136089,5.16E+13,U.S. Census
2020,159,10,6%,9%,35,22%,21%,,0%,7%,,0%,0.20%,110,69%,57%,,0%,0.20%,,0%,0.60%,4,3%,6%,51,59,491501,Census Tract 491501,1,1,1011,Census Block 1011,491501/1,Census Tract 491501/Block Group 1/Census Block 1011,38.8426096,-77.4144067,5.16E+13,U.S. Census
2020,160,10,6%,15%,74,46%,40%,22,14%,9%,,0%,0.00%,38,24%,24%,,0%,0.70%,1,1%,1.80%,15,9%,9%,51,59,491801,Census Tract 491801,1,1,1009,Census Block 1009,491801/1,Census Tract 491801/Block Group 1/Census Block 1009,38.8565556,-77.3989221,5.16E+13,U.S. Census
2020,161,11,7%,10%,136,84%,59%,2,1%,5%,,0%,0.20%,4,2%,14%,,0%,0.10%,1,1%,1.50%,7,4%,10%,51,59,492000,Census Tract 492000,1,1,1013,Census Block 1013,492000/1,Census Tract 492000/Block Group 1/Census Block 1013,38.8200728,-77.338163,5.16E+13,U.S. Census
2020,171,16,9%,11%,100,58%,54%,10,6%,4%,,0%,0.10%,38,22%,23%,,0%,0.20%,,0%,0.80%,7,4%,7%,51,59,491803,Census Tract 491803,3,3,3013,Census Block 3013,491803/3,Census Tract 491803/Block Group 3/Census Block 3013,38.872611,-77.3946376,5.16E+13,U.S. Census
2020,172,41,24%,15%,70,41%,40%,16,9%,9%,,0%,0.00%,34,20%,24%,,0%,0.70%,4,2%,1.80%,7,4%,9%,51,59,491801,Census Tract 491801,1,1,1006,Census Block 1006,491801/1,Census Tract 491801/Block Group 1/Census Block 1006,38.8597799,-77.4000024,5.16E+13,U.S. Census
2020,174,23,13%,15%,58,33%,32%,22,13%,11%,,0%,0.20%,61,35%,30%,,0%,0.70%,,0%,0.50%,10,6%,10%,51,59,491704,Census Tract 491704,2,2,2013,Census Block 2013,491704/2,Census Tract 491704/Block Group 2/Census Block 2013,38.8517509,-77.3649665,5.16E+13,U.S. Census
2020,179,7,4%,10%,128,72%,59%,,0%,5%,,0%,0.20%,25,14%,14%,,0%,0.10%,2,1%,1.50%,17,9%,10%,51,59,492000,Census Tract 492000,3,3,3028,Census Block 3028,492000/3,Census Tract 492000/Block Group 3/Census Block 3028,38.7893985,-77.3322882,5.16E+13,U.S. Census
2020,186,15,8%,11%,150,81%,55%,3,2%,7%,,0%,0.10%,16,9%,19%,,0%,0.00%,,0%,1.30%,2,1%,7%,51,59,491802,Census Tract 491802,2,2,2002,Census Block 2002,491802/2,Census Tract 491802/Block Group 2/Census Block 2002,38.8652831,-77.3847679,5.16E+13,U.S. Census
2020,191,28,15%,10%,84,44%,59%,21,11%,5%,,0%,0.20%,53,28%,14%,,0%,0.10%,3,2%,1.50%,2,1%,10%,51,59,492000,Census Tract 492000,1,1,1027,Census Block 1027,492000/1,Census Tract 492000/Block Group 1/Census Block 1027,38.816759,-77.3725132,5.16E+13,U.S. Census
2020,192,61,32%,28%,61,32%,32%,16,8%,5%,,0%,0.00%,49,26%,29%,,0%,0.00%,2,1%,1.10%,3,2%,4%,51,59,491602,Census Tract 491602,2,2,2005,Census Block 2005,491602/2,Census Tract 491602/Block Group 2/Census Block 2005,38.882419,-77.414086,5.16E+13,U.S. Census
2020,192,16,8%,10%,79,41%,59%,20,10%,5%,,0%,0.20%,56,29%,14%,,0%,0.10%,,0%,1.50%,21,11%,10%,51,59,492000,Census Tract 492000,1,1,1024,Census Block 1024,492000/1,Census Tract 492000/Block Group 1/Census Block 1024,38.8244012,-77.3762908,5.16E+13,U.S. Census
2020,193,7,4%,9%,45,23%,21%,,0%,7%,,0%,0.20%,128,66%,57%,,0%,0.20%,,0%,0.60%,13,7%,6%,51,59,491501,Census Tract 491501,3,3,3017,Census Block 3017,491501/3,Census Tract 491501/Block Group 3/Census Block 3017,38.8428454,-77.4098832,5.16E+13,U.S. Census
2020,199,14,7%,7%,48,24%,45%,,0%,4%,,0%,0.30%,119,60%,37%,,0%,0.10%,11,6%,1.60%,7,4%,5%,51,59,491502,Census Tract 491502,2,2,2001,Census Block 2001,491502/2,Census Tract 491502/Block Group 2/Census Block 2001,38.8528888,-77.412813,5.16E+13,U.S. Census
2020,199,22,11%,11%,116,58%,55%,2,1%,7%,,0%,0.10%,39,20%,19%,,0%,0.00%,,0%,1.30%,20,10%,7%,51,59,491802,Census Tract 491802,2,2,2018,Census Block 2018,491802/2,Census Tract 491802/Block Group 2/Census Block 2018,38.8635108,-77.3972493,5.16E+13,U.S. Census
2020,205,52,25%,29%,71,35%,37%,18,9%,9%,,0%,0.20%,50,24%,17%,,0%,0.00%,,0%,0.60%,14,7%,7%,51,59,491202,Census Tract 491202,1,1,1010,Census Block 1010,491202/1,Census Tract 491202/Block Group 1/Census Block 1010,38.8438303,-77.4352394,5.16E+13,U.S. Census
2020,207,13,6%,23%,71,34%,29%,8,4%,9%,,0%,0.20%,102,49%,33%,,0%,0.20%,3,1%,1.00%,10,5%,6%,51,59,491601,Census Tract 491601,3,3,3002,Census Block 3002,491601/3,Census Tract 491601/Block Group 3/Census Block 3002,38.8785105,-77.4320226,5.16E+13,U.S. Census
2020,208,7,3%,9%,37,18%,21%,,0%,7%,,0%,0.20%,162,78%,57%,,0%,0.20%,1,0%,0.60%,1,0%,6%,51,59,491501,Census Tract 491501,3,3,3007,Census Block 3007,491501/3,Census Tract 491501/Block Group 3/Census Block 3007,38.847098,-77.4097936,5.16E+13,U.S. Census
2020,215,31,14%,13%,98,46%,36%,29,13%,11%,,0%,0.10%,45,21%,31%,,0%,0.00%,2,1%,1.30%,10,5%,8%,51,59,491707,Census Tract 491707,1,1,1003,Census Block 1003,491707/1,Census Tract 491707/Block Group 1/Census Block 1003,38.8701351,-77.3723843,5.16E+13,U.S. Census
2020,217,80,37%,28%,16,7%,32%,12,6%,5%,1,0%,0.00%,91,42%,29%,,0%,0.00%,,0%,1.10%,17,8%,4%,51,59,491602,Census Tract 491602,1,1,1005,Census Block 1005,491602/1,Census Tract 491602/Block Group 1/Census Block 1005,38.8872513,-77.4178271,5.16E+13,U.S. Census
2020,220,14,6%,14%,84,38%,43%,39,18%,11%,1,0%,0.10%,63,29%,22%,1,0%,0.00%,5,2%,1.30%,13,6%,9%,51,59,491706,Census Tract 491706,2,2,2001,Census Block 2001,491706/2,Census Tract 491706/Block Group 2/Census Block 2001,38.86016,-77.3623458,5.16E+13,U.S. Census
2020,224,11,5%,10%,164,73%,59%,10,4%,5%,,0%,0.20%,31,14%,14%,,0%,0.10%,,0%,1.50%,8,4%,10%,51,59,492000,Census Tract 492000,2,2,2010,Census Block 2010,492000/2,Census Tract 492000/Block Group 2/Census Block 2010,38.8084054,-77.3347948,5.16E+13,U.S. Census
2020,227,95,42%,28%,36,16%,32%,23,10%,5%,,0%,0.00%,71,31%,29%,,0%,0.00%,,0%,1.10%,2,1%,4%,51,59,491602,Census Tract 491602,1,1,1007,Census Block 1007,491602/1,Census Tract 491602/Block Group 1/Census Block 1007,38.8866905,-77.4166768,5.16E+13,U.S. Census
2020,227,27,12%,14%,127,56%,43%,26,11%,11%,,0%,0.10%,35,15%,22%,,0%,0.00%,,0%,1.30%,12,5%,9%,51,59,491706,Census Tract 491706,1,1,1002,Census Block 1002,491706/1,Census Tract 491706/Block Group 1/Census Block 1002,38.8631127,-77.3686094,5.16E+13,U.S. Census
2020,230,7,3%,8%,66,29%,29%,11,5%,6%,,0%,0.00%,124,54%,50%,,0%,0.00%,2,1%,0.90%,20,9%,6%,51,59,491705,Census Tract 491705,1,1,1012,Census Block 1012,491705/1,Census Tract 491705/Block Group 1/Census Block 1012,38.846883,-77.3834275,5.16E+13,U.S. Census
2020,230,11,5%,10%,138,60%,59%,19,8%,5%,,0%,0.20%,44,19%,14%,,0%,0.10%,,0%,1.50%,18,8%,10%,51,59,492000,Census Tract 492000,1,1,1007,Census Block 1007,492000/1,Census Tract 492000/Block Group 1/Census Block 1007,38.8269041,-77.3497714,5.16E+13,U.S. Census
2020,238,27,11%,7%,130,55%,45%,2,1%,4%,,0%,0.30%,70,29%,37%,,0%,0.10%,5,2%,1.60%,4,2%,5%,51,59,491502,Census Tract 491502,2,2,2006,Census Block 2006,491502/2,Census Tract 491502/Block Group 2/Census Block 2006,38.8517852,-77.425433,5.16E+13,U.S. Census
2020,238,30,13%,12%,155,65%,43%,24,10%,9%,,0%,0.00%,22,9%,25%,1,0%,0.10%,,0%,0.40%,6,3%,11%,51,59,491701,Census Tract 491701,2,2,2006,Census Block 2006,491701/2,Census Tract 491701/Block Group 2/Census Block 2006,38.8603382,-77.3733575,5.16E+13,U.S. Census
2020,243,7,3%,9%,204,84%,69%,1,0%,1%,,0%,0.90%,27,11%,12%,,0%,0.30%,,0%,0.70%,4,2%,7%,51,59,492500,Census Tract 492500,1,1,1023,Census Block 1023,492500/1,Census Tract 492500/Block Group 1/Census Block 1023,38.8013317,-77.3871422,5.16E+13,U.S. Census
2020,244,47,19%,16%,77,32%,42%,27,11%,14%,,0%,0.20%,77,32%,20%,1,0%,0.10%,7,3%,1.70%,8,3%,6%,51,59,491703,Census Tract 491703,3,3,3004,Census Block 3004,491703/3,Census Tract 491703/Block Group 3/Census Block 3004,38.8507643,-77.3556543,5.16E+13,U.S. Census
2020,246,12,5%,7%,102,41%,45%,7,3%,4%,,0%,0.30%,117,48%,37%,,0%,0.10%,,0%,1.60%,8,3%,5%,51,59,491502,Census Tract 491502,1,1,1005,Census Block 1005,491502/1,Census Tract 491502/Block Group 1/Census Block 1005,38.8680006,-77.4241862,5.16E+13,U.S. Census
2020,246,28,11%,15%,127,52%,40%,36,15%,9%,,0%,0.00%,44,18%,24%,,0%,0.70%,,0%,1.80%,11,4%,9%,51,59,491801,Census Tract 491801,1,1,1003,Census Block 1003,491801/1,Census Tract 491801/Block Group 1/Census Block 1003,38.8584355,-77.3974864,5.16E+13,U.S. Census
2020,248,25,10%,9%,115,46%,21%,18,7%,7%,,0%,0.20%,81,33%,57%,,0%,0.20%,2,1%,0.60%,7,3%,6%,51,59,491501,Census Tract 491501,1,1,1003,Census Block 1003,491501/1,Census Tract 491501/Block Group 1/Census Block 1003,38.8432885,-77.4299521,5.16E+13,U.S. Census
2020,250,34,14%,13%,103,41%,36%,45,18%,11%,,0%,0.10%,52,21%,31%,,0%,0.00%,,0%,1.30%,16,6%,8%,51,59,491707,Census Tract 491707,3,3,3003,Census Block 3003,491707/3,Census Tract 491707/Block Group 3/Census Block 3003,38.8674765,-77.381257,5.16E+13,U.S. Census
2020,265,11,4%,7%,156,59%,45%,10,4%,4%,,0%,0.30%,83,31%,37%,,0%,0.10%,,0%,1.60%,5,2%,5%,51,59,491502,Census Tract 491502,3,3,3003,Census Block 3003,491502/3,Census Tract 491502/Block Group 3/Census Block 3003,38.8578078,-77.4159836,5.16E+13,U.S. Census
2020,265,25,9%,11%,84,32%,54%,28,11%,4%,,0%,0.10%,125,47%,23%,,0%,0.20%,,0%,0.80%,3,1%,7%,51,59,491803,Census Tract 491803,1,1,1007,Census Block 1007,491803/1,Census Tract 491803/Block Group 1/Census Block 1007,38.8825112,-77.4032013,5.16E+13,U.S. Census
2020,266,32,12%,16%,125,47%,42%,34,13%,14%,,0%,0.20%,61,23%,20%,,0%,0.10%,,0%,1.70%,14,5%,6%,51,59,491703,Census Tract 491703,3,3,3003,Census Block 3003,491703/3,Census Tract 491703/Block Group 3/Census Block 3003,38.8506968,-77.3508893,5.16E+13,U.S. Census
2020,267,62,23%,29%,110,41%,37%,43,16%,9%,,0%,0.20%,37,14%,17%,,0%,0.00%,,0%,0.60%,15,6%,7%,51,59,491202,Census Tract 491202,1,1,1009,Census Block 1009,491202/1,Census Tract 491202/Block Group 1/Census Block 1009,38.8413835,-77.4342444,5.16E+13,U.S. Census
2020,270,11,4%,7%,61,23%,45%,8,3%,4%,1,0%,0.30%,182,67%,37%,,0%,0.10%,1,0%,1.60%,6,2%,5%,51,59,491502,Census Tract 491502,3,3,3006,Census Block 3006,491502/3,Census Tract 491502/Block Group 3/Census Block 3006,38.8550647,-77.4055445,5.16E+13,U.S. Census
2020,270,20,7%,9%,213,79%,69%,12,4%,1%,,0%,0.90%,9,3%,12%,,0%,0.30%,6,2%,0.70%,10,4%,7%,51,59,492500,Census Tract 492500,2,2,2035,Census Block 2035,492500/2,Census Tract 492500/Block Group 2/Census Block 2035,38.7559538,-77.3787111,5.16E+13,U.S. Census
2020,272,64,24%,28%,107,39%,32%,10,4%,5%,3,1%,0.00%,76,28%,29%,,0%,0.00%,7,3%,1.10%,5,2%,4%,51,59,491602,Census Tract 491602,1,1,1012,Census Block 1012,491602/1,Census Tract 491602/Block Group 1/Census Block 1012,38.8834445,-77.4223365,5.16E+13,U.S. Census
2020,273,13,5%,8%,76,28%,29%,1,0%,6%,,0%,0.00%,176,64%,50%,,0%,0.00%,,0%,0.90%,7,3%,6%,51,59,491705,Census Tract 491705,1,1,1008,Census Block 1008,491705/1,Census Tract 491705/Block Group 1/Census Block 1008,38.8472323,-77.3993822,5.16E+13,U.S. Census
2020,273,43,16%,14%,157,58%,43%,31,11%,11%,,0%,0.10%,24,9%,22%,,0%,0.00%,2,1%,1.30%,16,6%,9%,51,59,491706,Census Tract 491706,1,1,1006,Census Block 1006,491706/1,Census Tract 491706/Block Group 1/Census Block 1006,38.862022,-77.3680495,5.16E+13,U.S. Census
2020,274,11,4%,9%,144,53%,69%,5,2%,1%,,0%,0.90%,89,32%,12%,,0%,0.30%,,0%,0.70%,25,9%,7%,51,59,492500,Census Tract 492500,1,1,1000,Census Block 1000,492500/1,Census Tract 492500/Block Group 1/Census Block 1000,38.8175243,-77.3885408,5.16E+13,U.S. Census
2020,277,10,4%,7%,162,58%,45%,15,5%,4%,,0%,0.30%,75,27%,37%,,0%,0.10%,5,2%,1.60%,10,4%,5%,51,59,491502,Census Tract 491502,1,1,1001,Census Block 1001,491502/1,Census Tract 491502/Block Group 1/Census Block 1001,38.8736705,-77.4163744,5.16E+13,U.S. Census
2020,283,14,5%,8%,67,24%,29%,10,4%,6%,,0%,0.00%,180,64%,50%,,0%,0.00%,1,0%,0.90%,11,4%,6%,51,59,491705,Census Tract 491705,1,1,1003,Census Block 1003,491705/1,Census Tract 491705/Block Group 1/Census Block 1003,38.8503559,-77.3930401,5.16E+13,U.S. Census
2020,285,14,5%,10%,252,88%,59%,,0%,5%,1,0%,0.20%,14,5%,14%,,0%,0.10%,,0%,1.50%,4,1%,10%,51,59,492000,Census Tract 492000,2,2,2016,Census Block 2016,492000/2,Census Tract 492000/Block Group 2/Census Block 2016,38.803927,-77.3516158,5.16E+13,U.S. Census
2020,287,29,10%,15%,158,55%,40%,18,6%,9%,,0%,0.00%,72,25%,24%,,0%,0.70%,,0%,1.80%,10,3%,9%,51,59,491801,Census Tract 491801,1,1,1005,Census Block 1005,491801/1,Census Tract 491801/Block Group 1/Census Block 1005,38.8579647,-77.3998504,5.16E+13,U.S. Census
2020,291,20,7%,15%,121,42%,32%,19,7%,11%,,0%,0.20%,118,41%,30%,,0%,0.70%,,0%,0.50%,13,4%,10%,51,59,491704,Census Tract 491704,2,2,2000,Census Block 2000,491704/2,Census Tract 491704/Block Group 2/Census Block 2000,38.85449,-77.36658,5.16E+13,U.S. Census
2020,292,6,2%,10%,236,81%,59%,1,0%,5%,,0%,0.20%,20,7%,14%,1,0%,0.10%,,0%,1.50%,28,10%,10%,51,59,492000,Census Tract 492000,1,1,1004,Census Block 1004,492000/1,Census Tract 492000/Block Group 1/Census Block 1004,38.8268091,-77.3326767,5.16E+13,U.S. Census
2020,297,30,10%,28%,133,45%,32%,16,5%,5%,,0%,0.00%,101,34%,29%,,0%,0.00%,,0%,1.10%,17,6%,4%,51,59,491602,Census Tract 491602,2,2,2007,Census Block 2007,491602/2,Census Tract 491602/Block Group 2/Census Block 2007,38.8803485,-77.4115094,5.16E+13,U.S. Census
2020,302,14,5%,8%,117,39%,29%,26,9%,6%,,0%,0.00%,126,42%,50%,,0%,0.00%,,0%,0.90%,19,6%,6%,51,59,491705,Census Tract 491705,1,1,1017,Census Block 1017,491705/1,Census Tract 491705/Block Group 1/Census Block 1017,38.8432708,-77.3951469,5.16E+13,U.S. Census
